id,revenue
3001,15.33776151589366
3002,14.22044100826454
3003,15.984845240963882
3004,16.334473928787826
3005,13.695134006950477
3006,14.395708494182799
3007,14.517242812354414
3008,17.422795077218296
3009,17.05390420410908
3010,19.998709213852855
3011,13.528192713562465
3012,12.356065679559356
3013,17.15607518990629
3014,12.483197299503889
3015,16.881276261799417
3016,10.729357691277432
3017,18.28329684496799
3018,18.878622455773293
3019,16.358525454255872
3020,19.902130764685904
3021,16.88568361449054
3022,17.067836347839457
3023,11.218145860983608
3024,16.506938926805052
3025,13.124925100259963
3026,18.44505538383539
3027,14.682985507216515
3028,18.52299475700085
3029,12.498495005849733
3030,16.709142156311273
3031,15.416550209643523
3032,14.93037814790346
3033,6.397127801720115
3034,12.616907153420382
3035,13.07700182445391
3036,17.24905230993756
3037,17.5991489360397
3038,16.96964764859604
3039,15.715104256814069
3040,14.771924947578771
3041,16.751532751411165
3042,15.049104566186083
3043,15.518558153156558
3044,14.507178068181494
3045,20.094159775006993
3046,13.676146424485339
3047,13.915548968252626
3048,17.035436913334532
3049,17.408797548736384
3050,17.535168901034293
3051,6.397127801720115
3052,16.804216666989955
3053,12.46606382180228
3054,12.426470032744149
3055,17.59117022805673
3056,10.944450881347457
3057,16.73087452541924
3058,19.2473546507907
3059,13.005025423677756
3060,18.316413949820394
3061,17.118268195166593
3062,15.468555049874706
3063,16.099900422371395
3064,17.581135594904396
3065,17.564243492604323
3066,17.46858674963385
3067,12.114801388475636
3068,18.35004202027471
3069,19.277355882346644
3070,13.881490960362083
3071,15.12260504681286
3072,19.907567543460164
3073,14.986354958549777
3074,12.98219883955871
3075,18.125810420689955
3076,18.53473964264709
3077,14.547071805768104
3078,18.27675677877108
3079,17.42879471119067
3080,18.816053701714814
3081,16.51075580382213
3082,15.182658847061614
3083,15.989537771238702
3084,6.397127801720115
3085,16.71739173412854
3086,18.107727013057904
3087,10.486475784006192
3088,12.496871467517895
3089,10.393105254683693
3090,17.592746872713935
3091,16.45030745827533
3092,14.214337314429647
3093,19.085993767959994
3094,18.666758440009847
3095,17.324800157527132
3096,13.857138073889264
3097,20.07402820689847
3098,17.26092922903515
3099,17.59046164943306
3100,15.699825448063276
3101,16.36175233068817
3102,11.593729319863554
3103,13.602141307078591
3104,14.008206128153002
3105,17.607672007319326
3106,18.10658166074907
3107,17.422728799840673
3108,15.522594928549939
3109,16.12206982850277
3110,19.84085872398675
3111,14.408252093210251
3112,12.486450420720706
3113,14.841977726514164
3114,16.72362132299209
3115,16.249884755696403
3116,15.506136684673317
3117,12.927841031201103
3118,12.884857397215152
3119,19.669943360889686
