id,revenue
3001,15.269827964842216
3002,14.048404753464435
3003,15.782189073578104
3004,16.302535405792188
3005,13.657948772579555
3006,14.49089333048865
3007,14.341579014352444
3008,17.31234907954541
3009,17.07495999115109
3010,20.11189611848615
3011,12.915082653740294
3012,11.738933896954702
3013,17.292663978507655
3014,12.364871686331705
3015,16.930130274574605
3016,10.792833945591909
3017,18.414497102318165
3018,19.086824617566222
3019,16.215854512821693
3020,20.0975556928954
3021,16.89155181589934
3022,17.002602449257132
3023,11.347164231219637
3024,16.409403421153012
3025,12.99758544582322
3026,18.529802963199394
3027,14.749188102425714
3028,18.70959404561638
3029,12.016001800210809
3030,16.719639810713357
3031,15.340907079507678
3032,14.87703252185938
3033,7.6843397682368035
3034,12.109105904412665
3035,12.487173218042072
3036,17.18973731376687
3037,17.80287327741221
3038,17.145053002104827
3039,15.729648711938111
3040,14.679340367169008
3041,16.716675214963338
3042,14.797658566017272
3043,15.62660989178921
3044,14.48727216742331
3045,20.443800599232638
3046,13.650594098726074
3047,14.385912984147785
3048,17.08938846813816
3049,17.34120599465184
3050,17.59055635268538
3051,2.682369367581906
3052,16.65100582382562
3053,11.840646873222534
3054,12.447880944967718
3055,17.75988459258091
3056,10.970591849156621
3057,16.786035230837463
3058,19.522904851965745
3059,12.962655823309763
3060,18.486562253874048
3061,17.32480196321411
3062,15.209679898988986
3063,16.210807129336068
3064,17.653734014602485
3065,17.645834321218324
3066,17.46339053206063
3067,11.545969604625016
3068,18.531428944263666
3069,19.60793695571447
3070,13.7112549461193
3071,14.796857813584916
3072,20.049883356288582
3073,14.535458948643512
3074,12.667687770583678
3075,18.24600383638242
3076,18.68559975921044
3077,14.514823379833995
3078,18.38946191609006
3079,17.484900351621047
3080,19.10809745484379
3081,16.535901817508822
3082,14.974908012009461
3083,15.78154763893232
3084,7.427795380675221
3085,16.55376585694098
3086,18.09908195326077
3087,10.707728966828494
3088,12.441627380150205
3089,10.639861264567276
3090,17.80825789242209
3091,16.471051336711362
3092,14.067626791136096
3093,19.331268609915163
3094,18.944293744321747
3095,17.373207542300587
3096,14.366460955525088
3097,20.40582713504611
3098,17.175079312118665
3099,17.7924074378161
3100,15.564566766305921
3101,16.098977322671153
3102,11.667270211823503
3103,13.441698821023152
3104,14.149351819187416
3105,17.90124409091679
3106,18.02870032901173
3107,17.322571849869888
3108,15.630029167813552
3109,15.888171255387704
3110,19.948237042126017
3111,14.39766631737279
3112,11.954577742467722
3113,14.941139584267372
3114,16.641237445066132
3115,16.241503277597456
3116,15.518827879995229
3117,12.783644291757446
3118,12.870192811377109
3119,19.711049535410858
3120,16.851118117486955
3121,12.598614794926496
3122,15.519978920025949
3123,16.499101979889105
3124,13.18687176625374
3125,12.540679602419782
3126,17.36818506834207
3127,16.135237894517164
3128,16.881147227571372
3129,19.597142224597892
3130,16.23424919807481
3131,13.399219158553876
3132,15.753674612699726
3133,13.743162665646622
3134,16.165510568733914
3135,14.141896770196492
3136,15.562962785203766
3137,17.140472208579286
3138,13.662098833823672
3139,16.690850690971956
3140,18.95243475427359
3141,15.876205364686488
3142,13.616517077761348
3143,19.484459466769827
3144,15.56196261792292
3145,14.395584632435185
3146,13.518417316653403
3147,15.548017757830115
3148,13.734251177737203
3149,16.69270721924668
3150,18.06001040575083
3151,16.094996759495032
3152,17.291545287493186
3153,13.405889409686855
3154,15.020989644144468
3155,17.417014035736337
3156,15.370417834689189
3157,16.636975182721017
3158,19.343672774367754
3159,15.40782467774793
3160,16.279712738436814
3161,12.028938713762816
3162,14.423775541378266
3163,18.801193413343743
3164,14.193008808783395
3165,11.732254173350764
3166,12.096447447717031
3167,18.215831448812516
3168,13.17308874915916
3169,16.906866172523888
3170,15.965255092969134
3171,16.97416727510471
3172,17.324905379787428
3173,13.458216928898821
3174,12.473875323095152
3175,15.898730419422142
3176,17.83120855657879
3177,18.721298402339304
3178,14.347627914368891
3179,15.650799570349463
3180,14.189715628904901
3181,12.128086221302828
3182,19.11555302830532
3183,17.039680465087848
3184,17.39034890911019
3185,18.337959621008093
3186,17.958765377294192
3187,14.788601357858372
3188,16.40595365115734
3189,18.424460261374385
3190,16.835041103991113
3191,15.59816342557652
3192,14.60870324023712
3193,19.188826317019455
3194,17.706707991308733
3195,11.307678147992076
3196,15.349773406298038
3197,15.748266801628066
3198,17.5222005211752
3199,19.721087361831344
3200,16.125946175198056
3201,14.588720058234324
3202,15.33442877010945
3203,13.866071099786769
3204,14.69893850147525
3205,13.358338803148541
3206,16.70479127521683
3207,17.859647975491225
3208,14.020190184230714
3209,15.090669902215092
3210,20.524965740970252
