id,revenue
3001,4365721.552053803
3002,1575315.4355709918
3003,7458907.062150665
3004,13513295.449816003
3005,970420.8219694981
3006,1819087.7142670262
3007,1979367.8485843844
3008,32374632.28197866
3009,24871044.924623623
3010,457839440.57771164
3011,391808.8470467169
3012,135962.51962113925
3013,29862968.977181725
3014,320446.2845130666
3015,22289416.310368944
3016,59311.42787578948
3017,92510681.89373805
3018,170888931.9600156
3019,10681343.821666539
3020,456742617.2658722
3021,21544706.441189017
3022,24689098.29493118
3023,97671.38501130311
3024,12102948.168273043
3025,408831.5523792532
3026,97326722.02625884
3027,3253919.3811820634
3028,113522857.10620147
3029,208119.7665075849
3030,16253479.967208821
3031,5014851.11860932
3032,3236019.691419126
3033,2987.2553993910046
3034,253513.99522053817
3035,321049.2816197574
3036,29476566.792776383
3037,49844837.025794916
3038,28051777.82828673
3039,6766330.21127229
3040,2266492.036291647
3041,18058913.70859361
3042,2777418.8432779065
3043,5740040.401552079
3044,2092601.608222915
3045,626552643.6884574
3046,860355.4373971641
3047,1283233.0963722465
3048,24813924.71050722
3049,32159664.207113042
3050,40610614.31541794
3051,120.07892147986747
3052,17763237.885174707
3053,144553.84908738526
3054,219507.28876479942
3055,48546813.3376606
3056,66934.88933319147
3057,16381177.076280687
3058,240193872.6564839
3059,456059.57739013253
3060,92567738.16378546
3061,31068236.124313284
3062,4763110.358460665
3063,9678951.89886799
3064,43272872.6377235
3065,44952618.07129578
3066,37392962.57634431
3067,129078.77098470842
3068,101860521.44103038
3069,270559616.3840416
3070,866837.168446358
3071,3021720.2046278524
3072,425494048.5707116
3073,2395424.856715322
3074,325024.3007770317
3075,74984299.28977884
3076,119584414.26871447
3077,2311050.576082677
3078,86186267.21178462
3079,36341707.71995417
3080,171689932.29948115
3081,15059931.240314463
3082,3343983.5123321814
3083,7321763.515613047
3084,1909.328706189647
3085,17354109.61742299
3086,66498553.75496483
3087,60294.94200785062
3088,324808.89469656564
3089,8651.658371717132
3090,48351578.42036667
3091,13228976.820719292
3092,1782639.6909387577
3093,205303252.66074353
3094,143897429.1409075
3095,32514279.812370833
3096,1609986.2587540625
3097,554641321.2246668
3098,29062742.687094513
3099,49246653.261804
3100,6494322.211461942
3101,10210049.053111205
3102,168581.89268262274
3103,947918.3162362633
3104,1437564.4274702286
3105,53758748.772424184
3106,62578096.753698505
3107,33026653.373223387
3108,6988566.602535688
3109,8356235.019529855
3110,375787162.17161006
3111,2075233.622940845
3112,145542.72426184002
3113,2853406.228111745
3114,17910563.077375438
3115,11632498.301428143
3116,5598544.204693158
3117,495460.6076614857
3118,526275.3158028598
3119,303488063.052038
3120,22066431.18290971
3121,297273.9714191782
3122,5967786.5284703225
3123,16265163.11188245
3124,563581.5670669455
3125,415090.25452047755
3126,31558969.818576403
3127,10143428.092326526
3128,20103765.256395627
3129,291129981.9962121
3130,11220850.961190827
3131,831950.239087637
3132,8029676.7489098245
