id,revenue
3001,5841242.54054464
3002,1541520.9966783484
3003,9040694.979352495
3004,14231163.480313212
3005,936748.3047050008
3006,1757569.4919562724
3007,2395833.5630889437
3008,32895161.172623172
3009,22744778.76318335
3010,453342089.31315523
3011,355828.904284888
3012,134582.03844197837
3013,29409336.887652084
3014,356030.9607349385
3015,23023403.312373504
3016,47573.375075616466
3017,86415183.0272492
3018,183622371.53722307
3019,12260495.079869032
3020,507332170.6689267
3021,21417018.584927097
3022,24589558.364666894
3023,76323.86201811588
3024,12126047.1297866
3025,392638.8143789048
3026,93767554.00252753
3027,2484823.610164263
3028,113038849.7297569
3029,195193.95807064173
3030,15730874.176589906
3031,5291891.438797326
3032,3114548.7591382503
3033,2051.4221760347764
3034,203914.74073424094
3035,278334.12717910367
3036,31636684.880209383
3037,50772413.133306965
3038,30942748.51425789
3039,6523570.042157852
3040,2175954.1755573926
3041,19026220.84424688
3042,2950179.0273279254
3043,5705929.21678104
3044,2062300.2781054275
3045,629745249.0090134
3046,980988.9250690894
3047,1095234.367180869
3048,24496966.124294057
3049,36751110.62255243
3050,38829713.88423672
3051,110.24423680833091
3052,18300269.65994939
3053,150753.07734107954
3054,204906.6319706348
3055,46202696.48825572
3056,48739.02499330593
3057,14730954.78239731
3058,238382080.2394142
3059,473843.263926623
3060,90612670.10213794
3061,29028066.368142232
3062,4710416.611338369
3063,8891110.227377942
3064,42214725.877381906
3065,46435361.78225866
3066,41181821.80903
3067,101501.74453488506
3068,94127980.40134998
3069,277430786.29238623
3070,873633.502831392
3071,3254047.515496334
3072,464550495.2133476
3073,3030952.395735071
3074,321796.54798346903
3075,80439301.12933204
3076,111606624.02747558
3077,2049353.8505887594
3078,84444315.79598458
3079,35860192.15165007
3080,158075883.11133495
3081,15191344.97378214
3082,3031735.8654935416
3083,7713428.186789953
3084,2038.8904028307836
3085,16112327.12927004
3086,65460835.55246913
3087,44965.95242779746
3088,393777.53451283294
3089,8398.386591189364
3090,48631983.13423631
3091,11449341.629323252
3092,1805795.0130295993
3093,199643004.41165048
3094,135848329.79030854
3095,32136028.249670986
3096,1538998.0897797788
3097,571686774.2634314
3098,28408081.927436836
3099,51359987.427361846
3100,7517780.655772753
3101,12058350.597111326
3102,108023.58859245772
3103,1073260.5965569753
3104,1820635.1283075078
3105,52596167.69766207
3106,68258574.68774275
3107,32286037.797472876
3108,6317123.808103586
3109,9629041.040788729
3110,390782320.1990562
3111,1966635.5429339318
3112,117531.80276614917
3113,2573824.8940197825
3114,16601280.610560484
3115,11349031.292402232
3116,6021363.839057431
3117,536334.126945509
3118,516666.838467974
3119,316428922.44563377
3120,27093183.138080455
3121,263727.6828386683
3122,6396411.956268836
3123,15554494.272608105
3124,431913.98981049046
3125,411067.8991702014
3126,30104248.509929992
3127,12557523.29531652
3128,20259747.577052034
3129,279303654.81001776
3130,11990390.423553968
3131,797439.099841817
3132,9356320.010980837
3133,1162746.947603555
3134,12435053.517102363
3135,1955195.9083205375
3136,4878173.218522717
3137,21106523.999214534
3138,663042.0616968889
3139,15394386.440208353
3140,146828993.73874107
3141,6914885.234655564
3142,686095.6846896695
3143,239829931.90835938
3144,5112633.120028553
3145,1653103.4477755448
3146,923530.2995820899
3147,4772813.6804843405
3148,986607.7641251383
3149,12841808.956661398
3150,54685711.845136575
3151,11800889.473887704
3152,37742543.52851585
3153,674911.6876010202
3154,3076454.5891768737
3155,35020159.59105778
3156,4410886.1469680015
3157,15953295.992331542
3158,209140528.5270633
3159,5296683.776503659
3160,16178543.968949499
3161,205792.63541669294
3162,1953877.087123963
3163,112025517.53314121
3164,1695768.9491537013
3165,127394.80695762327
3166,191926.67711710773
3167,79112142.85919638
3168,724096.5352951982
3169,19983705.159958594
3170,9014064.856250731
3171,22169174.308405522
3172,36166243.09104031
3173,919020.8190308034
3174,185580.07160886712
3175,10754801.620950647
3176,63639841.232581176
3177,108370513.18136069
3178,1684351.159075633
3179,8014781.58464633
3180,1352026.9571577671
3181,255585.00361327696
3182,167075676.79968345
3183,25546123.113679174
3184,37054701.14086061
3185,84831638.4921674
3186,55068744.598802425
3187,2527389.641316447
3188,13550955.57132916
3189,92513655.21857339
3190,18758333.432527468
3191,5612807.206530064
3192,3138596.416341058
3193,184378413.8442726
3194,47417176.92376954
3195,78068.09236501934
3196,5581754.885314403
3197,9645564.779157473
3198,43924495.41572933
3199,274571483.3794499
3200,8878894.35020105
3201,2338056.279549966
3202,8431640.96386422
3203,1856249.200626617
3204,3684937.863734178
3205,806166.1646457802
3206,15520945.105686702
3207,47287946.28319249
3208,850001.342308849
3209,5512682.966295269
