id,revenue
3001,5095408.725926437
3002,1752523.8819923936
3003,9422269.837025281
3004,15678669.849451989
3005,931874.0098230734
3006,1486974.8314136097
3007,2672359.5035132933
3008,34356661.79573922
3009,23459417.980086252
3010,478396739.81285954
3011,306179.081542328
3012,133244.37839520746
3013,28997436.223002862
3014,436013.05716511235
3015,23165427.03983072
3016,45201.61356279794
3017,92540843.81136297
3018,188334625.12283397
3019,12280423.888928484
3020,491875314.1862632
3021,21861282.45698087
3022,26880371.743615713
3023,78089.88958917391
3024,11934174.014093949
3025,309206.2287567013
3026,90563587.94211438
3027,3248000.6760527524
3028,112766918.34478466
3029,235628.40865307915
3030,15077948.728193967
3031,5139231.880869242
3032,3605155.2995224195
3033,2390.2840830425844
3034,239163.04098904715
3035,284000.52834579203
3036,32706873.493146222
3037,50748725.85982912
3038,30457769.928700637
3039,6965941.64301537
3040,1850871.1312008703
3041,18564841.051487137
3042,2821140.964402859
3043,5792553.737596936
3044,2073248.0858305187
3045,633499405.4066715
3046,997347.4662389829
3047,763109.2065492962
3048,23491148.78458245
3049,34651354.30245393
3050,38626385.928954005
3051,445.5247281116838
3052,19821846.37402878
3053,129000.66447874176
3054,158783.39987755448
3055,47795924.48490957
3056,50164.50162150971
3057,14361664.927477764
3058,228841618.77478853
3059,416172.28013170144
3060,89551344.34312223
3061,29945487.852579445
3062,5226302.760667218
3063,8768486.883688523
3064,42681844.79575575
3065,47490496.486621894
3066,41588519.620890535
3067,104159.88098496546
3068,96408633.71977033
3069,276363219.41820246
3070,842185.477312394
3071,3176405.2215877054
3072,441798233.1036485
3073,3186793.775779794
3074,300155.60943507066
3075,78288462.51165974
3076,126557880.95153761
3077,2352820.3920621206
3078,88662351.95594248
3079,36596143.27985999
3080,164081713.86029974
3081,14951103.299090812
3082,3061390.0510034557
3083,7164445.778198985
3084,1640.1622290827647
3085,19220521.683309518
3086,66284551.50889446
3087,51118.46493413236
3088,408027.88871474646
3089,1749.0666642260514
3090,45787955.90521531
3091,12470163.109554103
3092,2204402.8929173327
3093,202448436.79098082
3094,135287708.99609482
3095,31941757.60805091
3096,1460576.9780878108
3097,477716942.9572959
3098,29312191.966449484
3099,49442904.29868301
3100,7669021.94760781
3101,12366521.405214712
3102,131486.14465582004
3103,1272259.4021774405
3104,1711337.1943223113
3105,52558242.519209355
3106,65189289.688487485
3107,33810271.18549727
3108,7329069.466109318
3109,9311319.204605205
3110,366991890.3360201
